order_id,customer_id,store_id,order_timestamp,order_date,order_status,channel,payment_method,subtotal,discount_total,tax,total_amount,num_items
ORD000000070,CUST0061074,STR00005,2024-01-01 20:47:55,2024-01-01,completed,online,CARD,133951.89,0.0,6697.59,140649.48,3
ORD000000071,CUST0224250,STR00005,2024-01-01 18:48:08,2024-01-01,completed,online,COD,134735.17,1015.06,6686.01,140406.12,4
ORD000000072,CUST0074530,STR00005,2024-01-01 12:50:17,2024-01-01,completed,app,COD,173875.09,0.0,8693.75,182568.84,3
ORD000000073,CUST0232965,STR00005,2024-01-01 18:06:25,2024-01-01,completed,app,CASH,226300.79,0.0,11315.04,237615.83,6
ORD000000074,CUST0230956,STR00005,2024-01-01 17:58:33,2024-01-01,completed,app,UPI,13495.9,1500.12,599.79,12595.57,3
ORD000000075,CUST0238813,STR00005,2024-01-01 13:41:48,2024-01-01,completed,online,UPI,12399.68,0.0,619.98,13019.66,2
ORD000000076,CUST0017632,STR00005,2024-01-01 20:11:20,2024-01-01,completed,app,CASH,17070.44,0.0,853.52,17923.96,2
ORD000000077,CUST0287904,STR00005,2024-01-01 14:25:31,2024-01-01,completed,online,CARD,24285.0,69.18,1210.79,25426.61,5
ORD000000078,CUST0194673,STR00005,2024-01-01 15:15:16,2024-01-01,completed,online,CASH,44922.94,0.0,2246.15,47169.09,1
ORD000000079,CUST0267996,STR00005,2024-01-01 15:37:24,2024-01-01,completed,in_store,UPI,72795.48,0.0,3639.77,76435.25,2
ORD000000080,CUST0247778,STR00005,2024-01-01 14:31:02,2024-01-01,completed,app,CARD,2242.44,0.0,112.12,2354.56,1
ORD000000081,CUST0026854,STR00005,2024-01-01 10:16:24,2024-01-01,completed,online,CASH,1494.42,377.79,55.83,1172.46,1
ORD000000082,CUST0101466,STR00005,2024-01-01 17:54:05,2024-01-01,completed,app,CASH,1038.51,0.0,51.93,1090.44,1
ORD000000083,CUST0106977,STR00005,2024-01-01 11:54:08,2024-01-01,completed,online,COD,11579.95,0.0,579.0,12158.95,2
ORD000000084,CUST0118551,STR00005,2024-01-01 08:44:13,2024-01-01,completed,online,WALLET,222.65,38.44,9.21,193.42,1
ORD000000085,CUST0020535,STR00005,2024-01-01 14:26:13,2024-01-01,completed,online,CARD,1666.88,28.47,81.92,1720.33,2
ORD000000086,CUST0079466,STR00005,2024-01-01 12:47:01,2024-01-01,completed,app,COD,123139.9,0.0,6157.0,129296.9,3
ORD000000087,CUST0023362,STR00005,2024-01-01 19:41:06,2024-01-01,completed,online,UPI,738.95,0.0,36.95,775.9,1
ORD000000088,CUST0194057,STR00005,2024-01-01 08:16:28,2024-01-01,completed,online,CARD,4801.33,1120.58,184.04,3864.79,2
ORD000000089,CUST0259927,STR00005,2024-01-01 11:52:07,2024-01-01,completed,app,COD,35840.95,0.0,1792.05,37633.0,3
ORD000000090,CUST0060855,STR00005,2024-01-01 20:40:17,2024-01-01,completed,online,UPI,13859.98,0.0,693.0,14552.98,3
ORD000000091,CUST0111842,STR00005,2024-01-01 10:59:35,2024-01-01,completed,app,CASH,57386.19,0.0,2869.31,60255.5,3
ORD000000092,CUST0060286,STR00005,2024-01-01 18:59:01,2024-01-01,completed,online,UPI,7793.94,23.06,388.54,8159.42,5
ORD000000093,CUST0205075,STR00005,2024-01-01 14:50:27,2024-01-01,completed,online,UPI,173110.83,12270.93,8042.0,168881.9,3
ORD000000094,CUST0243873,STR00005,2024-01-01 14:06:35,2024-01-01,completed,online,UPI,146961.19,35482.85,5573.92,117052.26,4
ORD000000095,CUST0011482,STR00005,2024-01-01 16:21:20,2024-01-01,completed,app,UPI,19468.51,374.77,954.69,20048.43,3
ORD000000096,CUST0121034,STR00005,2024-01-01 08:34:52,2024-01-01,completed,app,WALLET,85673.23,0.0,4283.66,89956.89,3
ORD000000097,CUST0132623,STR00005,2024-01-01 15:22:09,2024-01-01,completed,app,CASH,88586.78,0.0,4429.34,93016.12,4
ORD000000098,CUST0030382,STR00005,2024-01-01 17:00:28,2024-01-01,completed,in_store,UPI,114324.47,435.03,5694.47,119583.91,4
ORD000000099,CUST0188599,STR00005,2024-01-01 10:13:35,2024-01-01,completed,online,CASH,7367.77,642.23,336.28,7061.82,3
ORD000000100,CUST0169448,STR00005,2024-01-01 11:38:57,2024-01-01,completed,online,CASH,2187.12,0.0,109.36,2296.48,1
ORD000000101,CUST0046341,STR00005,2024-01-01 13:48:27,2024-01-01,completed,online,CASH,19002.93,0.0,950.15,19953.08,2
ORD000000102,CUST0191229,STR00005,2024-01-01 19:53:28,2024-01-01,completed,in_store,COD,65205.02,0.0,3260.25,68465.27,3
ORD000000103,CUST0215811,STR00005,2024-01-01 08:25:56,2024-01-01,completed,app,UPI,3209.53,431.37,138.91,2917.07,2
ORD000000104,CUST0277966,STR00005,2024-01-01 13:35:31,2024-01-01,completed,app,UPI,5927.1,1362.17,228.25,4793.18,2
ORD000000105,CUST0210930,STR00005,2024-01-01 18:55:57,2024-01-01,completed,online,CARD,636.39,0.0,31.82,668.21,1
ORD000000106,CUST0316434,STR00005,2024-01-01 19:33:57,2024-01-01,completed,online,UPI,5097.42,0.0,254.87,5352.29,1
ORD000000107,CUST0260005,STR00005,2024-01-01 16:11:16,2024-01-01,completed,app,COD,14230.96,869.44,668.08,14029.6,2
ORD000000108,CUST0382095,STR00005,2024-01-01 20:37:46,2024-01-01,completed,online,CARD,12960.48,169.79,639.53,13430.22,2
ORD000000109,CUST0354768,STR00005,2024-01-01 10:16:20,2024-01-01,completed,online,UPI,6579.54,360.43,310.96,6530.07,2
ORD000000110,CUST0089793,STR00005,2024-01-01 14:52:39,2024-01-01,completed,app,UPI,546.4,0.0,27.32,573.72,1
ORD000000111,CUST0315128,STR00005,2024-01-01 12:59:09,2024-01-01,completed,online,WALLET,4079.42,244.5,191.75,4026.67,2
ORD000000112,CUST0136565,STR00005,2024-01-01 10:37:13,2024-01-01,completed,online,CARD,72655.25,0.0,3632.76,76288.01,4
ORD000000113,CUST0018604,STR00005,2024-01-01 20:50:11,2024-01-01,completed,online,UPI,8084.24,0.0,404.21,8488.45,2
ORD000000114,CUST0392661,STR00005,2024-01-01 08:35:32,2024-01-01,cancelled,app,COD,87233.94,0.0,4361.7,91595.64,3
ORD000000115,CUST0094660,STR00005,2024-01-01 10:47:42,2024-01-01,completed,app,WALLET,1741.94,0.0,87.1,1829.04,1
ORD000000116,CUST0281360,STR00006,2024-01-01 11:41:43,2024-01-01,completed,in_store,CASH,2919.91,0.0,146.0,3065.91,2
ORD000000117,CUST0338554,STR00006,2024-01-01 14:25:42,2024-01-01,completed,online,COD,3642.35,0.0,182.12,3824.47,1
ORD000000118,CUST0328162,STR00006,2024-01-01 12:12:31,2024-01-01,completed,app,UPI,32350.09,0.0,1617.5,33967.59,2
ORD000000119,CUST0302958,STR00006,2024-01-01 19:27:44,2024-01-01,completed,in_store,CASH,21097.93,1921.24,958.83,20135.52,3
ORD000000120,CUST0220796,STR00006,2024-01-01 08:34:25,2024-01-01,completed,online,UPI,6776.29,0.0,338.81,7115.1,2
ORD000000121,CUST0317174,STR00006,2024-01-01 12:21:12,2024-01-01,completed,app,CASH,602.07,0.0,30.1,632.17,2
ORD000000122,CUST0042431,STR00006,2024-01-01 13:10:11,2024-01-01,completed,online,COD,62749.01,2547.96,3010.05,63211.1,3
ORD000000123,CUST0073574,STR00006,2024-01-01 21:10:20,2024-01-01,completed,online,CASH,818.67,0.0,40.93,859.6,1
ORD000000124,CUST0180866,STR00006,2024-01-01 21:09:32,2024-01-01,completed,app,CASH,7025.36,804.31,311.05,6532.1,2
ORD000000125,CUST0349650,STR00006,2024-01-01 20:15:52,2024-01-01,completed,online,UPI,76534.57,0.0,3826.73,80361.3,2
ORD000000126,CUST0335919,STR00006,2024-01-01 16:44:22,2024-01-01,completed,in_store,UPI,5468.12,237.87,261.51,5491.76,3
ORD000000127,CUST0184268,STR00006,2024-01-01 16:04:47,2024-01-01,completed,app,UPI,55271.5,0.0,2763.58,58035.08,2
ORD000000128,CUST0317894,STR00006,2024-01-01 16:46:05,2024-01-01,completed,online,CARD,8507.91,1343.58,358.22,7522.55,3
ORD000000129,CUST0043390,STR00006,2024-01-01 11:03:25,2024-01-01,completed,app,CASH,2225.86,0.0,111.29,2337.15,2
ORD000000130,CUST0307179,STR00006,2024-01-01 19:06:23,2024-01-01,completed,app,CARD,3010.72,0.0,150.54,3161.26,2
ORD000000131,CUST0019498,STR00006,2024-01-01 17:02:10,2024-01-01,completed,app,CASH,142379.95,6527.54,6792.62,142645.03,4
ORD000000132,CUST0253110,STR00006,2024-01-01 18:22:06,2024-01-01,completed,online,CASH,157748.68,115.5,7881.66,165514.84,4
ORD000000133,CUST0368444,STR00006,2024-01-01 11:11:45,2024-01-01,completed,app,UPI,307005.98,48424.08,12929.09,271510.99,4
ORD000000134,CUST0117554,STR00006,2024-01-01 17:00:05,2024-01-01,cancelled,in_store,UPI,113707.87,11675.83,5101.6,107133.64,4
ORD000000135,CUST0378011,STR00006,2024-01-01 19:12:45,2024-01-01,completed,app,CASH,1333.18,0.0,66.66,1399.84,1
ORD000000136,CUST0392532,STR00006,2024-01-01 09:34:59,2024-01-01,completed,online,CASH,974.59,0.0,48.73,1023.32,2
ORD000000137,CUST0042713,STR00006,2024-01-01 17:36:23,2024-01-01,completed,online,WALLET,51027.63,0.0,2551.38,53579.01,4
ORD000000138,CUST0200067,STR00006,2024-01-01 16:51:37,2024-01-01,completed,online,UPI,13501.74,0.0,675.09,14176.83,2
ORD000000139,CUST0116138,STR00006,2024-01-01 15:46:02,2024-01-01,completed,online,CASH,4563.67,0.0,228.18,4791.85,2
ORD000000140,CUST0255426,STR00006,2024-01-01 16:45:37,2024-01-01,completed,app,UPI,8404.58,367.96,401.83,8438.45,3
ORD000000141,CUST0169806,STR00006,2024-01-01 12:24:20,2024-01-01,completed,app,UPI,2355.71,0.0,117.79,2473.5,2
ORD000000142,CUST0218051,STR00006,2024-01-01 11:31:37,2024-01-01,completed,app,UPI,128559.07,0.0,6427.95,134987.02,3
ORD000000143,CUST0392675,STR00006,2024-01-01 08:56:49,2024-01-01,completed,online,CASH,4827.16,0.0,241.36,5068.52,1
ORD000000144,CUST0307544,STR00006,2024-01-01 21:19:51,2024-01-01,completed,online,UPI,1886.56,36.16,92.52,1942.92,2
ORD000000145,CUST0213811,STR00006,2024-01-01 16:50:27,2024-01-01,completed,app,COD,114572.04,2970.36,5580.08,117181.76,6
ORD000000146,CUST0322136,STR00006,2024-01-01 18:45:21,2024-01-01,completed,app,CASH,203.32,17.28,9.3,195.34,1
ORD000000147,CUST0307059,STR00006,2024-01-01 11:28:44,2024-01-01,completed,online,UPI,9453.17,504.08,447.45,9396.54,4
ORD000000148,CUST0301657,STR00006,2024-01-01 16:49:51,2024-01-01,completed,online,UPI,223099.99,0.0,11155.0,234254.99,4
ORD000000149,CUST0009375,STR00006,2024-01-01 17:21:34,2024-01-01,completed,app,WALLET,64502.36,954.1,3177.41,66725.67,4
ORD000000150,CUST0097698,STR00006,2024-01-01 21:23:12,2024-01-01,completed,online,CARD,1651.0,450.61,60.02,1260.41,1
ORD000000151,CUST0149254,STR00006,2024-01-01 20:34:24,2024-01-01,completed,online,COD,253775.9,39244.65,10726.56,225257.81,4
ORD000000152,CUST0143478,STR00006,2024-01-01 15:56:55,2024-01-01,completed,in_store,UPI,12073.53,864.7,560.44,11769.27,4
ORD000000153,CUST0316812,STR00006,2024-01-01 16:09:19,2024-01-01,completed,online,UPI,319.65,0.0,15.98,335.63,1
ORD000000154,CUST0312519,STR00006,2024-01-01 18:57:51,2024-01-01,completed,app,UPI,2681.4,0.0,134.07,2815.47,2
ORD000000155,CUST0111554,STR00006,2024-01-01 21:31:32,2024-01-01,cancelled,app,COD,5116.87,0.0,255.84,5372.71,2
ORD000000156,CUST0272259,STR00006,2024-01-01 12:31:30,2024-01-01,completed,app,CARD,4845.28,18.8,241.32,5067.8,2
ORD000000157,CUST0106133,STR00006,2024-01-01 15:01:48,2024-01-01,completed,app,CARD,11455.83,0.0,572.79,12028.62,2
ORD000000158,CUST0168654,STR00006,2024-01-01 12:20:23,2024-01-01,completed,online,UPI,58845.26,1008.07,2891.86,60729.05,4
ORD000000159,CUST0043172,STR00006,2024-01-01 13:28:44,2024-01-01,completed,app,COD,57696.08,0.0,2884.8,60580.88,3
ORD000000160,CUST0384368,STR00006,2024-01-01 15:42:56,2024-01-01,cancelled,app,CARD,26293.12,1388.82,1245.22,26149.52,6
ORD000000161,CUST0120133,STR00006,2024-01-01 21:05:05,2024-01-01,completed,online,CARD,340366.96,0.0,17018.35,357385.31,3
ORD000000162,CUST0295737,STR00006,2024-01-01 16:56:55,2024-01-01,completed,app,UPI,62795.27,0.0,3139.76,65935.03,1
ORD000000163,CUST0147530,STR00006,2024-01-01 15:19:11,2024-01-01,cancelled,online,UPI,7036.95,491.98,327.25,6872.22,3
ORD000000164,CUST0277060,STR00006,2024-01-01 13:46:03,2024-01-01,completed,online,CARD,20959.2,0.0,1047.96,22007.16,2
ORD000000165,CUST0357525,STR00006,2024-01-01 16:43:30,2024-01-01,completed,in_store,CASH,277070.88,0.0,13853.54,290924.42,2
ORD000000166,CUST0150217,STR00006,2024-01-01 09:51:24,2024-01-01,completed,online,UPI,7689.76,0.0,384.49,8074.25,4
ORD000000167,CUST0125978,STR00006,2024-01-01 12:13:29,2024-01-01,completed,app,CARD,52624.61,0.0,2631.23,55255.84,5
ORD000000168,CUST0061066,STR00006,2024-01-01 13:52:44,2024-01-01,completed,online,CARD,4518.4,141.24,218.86,4596.02,2
ORD000000169,CUST0075956,STR00006,2024-01-01 13:52:19,2024-01-01,completed,online,CARD,2278.3,0.0,113.92,2392.22,3
ORD000000170,CUST0234650,STR00006,2024-01-01 11:17:47,2024-01-01,completed,online,CASH,776.4,0.0,38.82,815.22,2
ORD000000171,CUST0234546,STR00006,2024-01-01 20:47:42,2024-01-01,completed,app,UPI,2183.99,0.0,109.2,2293.19,1
ORD000000172,CUST0126143,STR00006,2024-01-01 08:42:06,2024-01-01,completed,online,COD,1740.88,190.94,77.5,1627.44,3
ORD000000173,CUST0035326,STR00006,2024-01-01 18:06:07,2024-01-01,completed,app,COD,14138.03,344.64,689.67,14483.06,6
ORD000000174,CUST0147765,STR00006,2024-01-01 12:31:23,2024-01-01,completed,app,UPI,13332.96,1370.43,598.13,12560.66,4
ORD000000175,CUST0384327,STR00006,2024-01-01 21:01:53,2024-01-01,completed,app,WALLET,135706.56,0.0,6785.33,142491.89,1
ORD000000176,CUST0314297,STR00006,2024-01-01 18:20:46,2024-01-01,completed,online,CASH,14105.64,0.0,705.28,14810.92,5
ORD000000177,CUST0366880,STR00006,2024-01-01 09:13:29,2024-01-01,completed,online,CARD,11171.53,2983.38,409.41,8597.56,2
ORD000000178,CUST0004508,STR00006,2024-01-01 17:24:43,2024-01-01,cancelled,app,UPI,1960.56,0.0,98.03,2058.59,1
ORD000000179,CUST0339478,STR00006,2024-01-01 09:32:24,2024-01-01,completed,app,UPI,5145.63,252.29,244.67,5138.01,2
ORD000000180,CUST0119448,STR00006,2024-01-01 10:17:23,2024-01-01,completed,online,WALLET,15283.47,487.17,739.82,15536.12,4
ORD000000181,CUST0145962,STR00006,2024-01-01 11:22:17,2024-01-01,completed,online,CASH,92089.68,0.0,4604.48,96694.16,3
ORD000000182,CUST0110560,STR00006,2024-01-01 16:38:51,2024-01-01,completed,app,CARD,442.54,49.95,19.63,412.22,1
ORD000000183,CUST0299509,STR00006,2024-01-01 08:46:19,2024-01-01,completed,online,COD,147769.79,14158.12,6680.58,140292.25,4
ORD000000184,CUST0148358,STR00006,2024-01-01 10:10:52,2024-01-01,completed,app,UPI,25362.89,0.0,1268.14,26631.03,3
ORD000000185,CUST0271317,STR00006,2024-01-01 15:40:13,2024-01-01,completed,online,WALLET,4640.8,0.0,232.04,4872.84,3
ORD000000186,CUST0369599,STR00006,2024-01-01 16:18:16,2024-01-01,completed,app,UPI,22884.36,0.0,1144.22,24028.58,3
ORD000000187,CUST0250640,STR00006,2024-01-01 18:09:32,2024-01-01,completed,online,WALLET,122232.52,0.0,6111.63,128344.15,4
ORD000000188,CUST0000947,STR00006,2024-01-01 11:18:56,2024-01-01,completed,online,UPI,1128.87,0.0,56.44,1185.31,1
ORD000000189,CUST0231418,STR00006,2024-01-01 11:46:46,2024-01-01,completed,app,UPI,148731.36,0.0,7436.57,156167.93,2
ORD000000190,CUST0263826,STR00006,2024-01-01 08:55:14,2024-01-01,completed,app,COD,17080.0,2516.14,728.19,15292.05,4
ORD000000191,CUST0399350,STR00006,2024-01-01 18:46:09,2024-01-01,completed,online,COD,95710.61,0.0,4785.53,100496.14,3
ORD000000192,CUST0021421,STR00006,2024-01-01 08:09:21,2024-01-01,completed,phone,COD,2251.78,0.0,112.59,2364.37,2
ORD000000193,CUST0230048,STR00006,2024-01-01 11:52:57,2024-01-01,completed,online,UPI,584.13,145.21,21.95,460.87,1
ORD000000194,CUST0110804,STR00006,2024-01-01 18:08:49,2024-01-01,completed,app,WALLET,156.29,0.0,7.81,164.1,1
ORD000000195,CUST0165065,STR00006,2024-01-01 12:51:11,2024-01-01,completed,online,CASH,3441.69,0.0,172.08,3613.77,3
ORD000000196,CUST0205793,STR00006,2024-01-01 21:27:36,2024-01-01,completed,online,WALLET,4006.33,1076.35,146.5,3076.48,1
ORD000000197,CUST0206564,STR00006,2024-01-01 18:13:44,2024-01-01,completed,online,UPI,43876.13,43.37,2191.64,46024.4,3
ORD000000198,CUST0228755,STR00006,2024-01-01 14:28:04,2024-01-01,completed,online,WALLET,297829.48,3112.53,14735.85,309452.8,6
ORD000000199,CUST0355337,STR00006,2024-01-01 14:12:21,2024-01-01,completed,app,UPI,4220.82,0.0,211.04,4431.86,2
ORD000000200,CUST0014387,STR00006,2024-01-01 08:45:21,2024-01-01,completed,app,COD,3074.36,35.78,151.93,3190.51,3
